Title,Company,Company_Rating,Location,Salary,Date,Description,Yearly,Hourly,Min_Salary,Max_Salary,Avg_Salary,Remote,State,Posted_Date,Python,R_studio,Spark,Excel,SQL,Hadoop
Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",EmployerActivo hace 3 días,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…",0,0,40000,60000,50000.0,0, Tamps.,2022-05-01,0,0,0,0,0,0
Software Development Engineer (Web) Full Stack Engineer,iTjuana,,"Tijuana, B.C.","$40,000 - $50,000 al mes",EmployerActivo hace 6 días,"You will be hired to help enhance our mobile applications within our existing and new SaaS product offerings.
 3+ years experience working full stack development…",0,0,40000,50000,45000.0,0, B.C.,2022-04-28,0,0,0,0,0,0
iOS Developer Full Remote Position,iTjuana,,Remoto in México,"$30,000 - $60,000 al mes",EmployerActivo hace 2 días,"Implementing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,30000,60000,45000.0,1,Remoto in México,2022-05-02,0,0,0,0,0,0
Marketing Coordinator,Rincon Property Management Inc.,,"Guadalajara, Jal.","$22,500 al mes",PostedHoy,"Analyzing data with me to identify trends, performance, etc.
 Using the latest technology ensures that each member of our team is able to stay up-to-date with…",0,0,22500,22500,22500.0,0, Jal.,2022-05-04,0,0,0,0,0,0
Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",EmployerActivo hace 3 días,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…",0,0,40000,60000,50000.0,0, Tamps.,2022-05-01,0,0,0,0,0,0
Mobile Android Developer - Full Remote / Desarrollador Móvil...,Insulet Corporation,,"Remoto in Monterrey, N. L.+1 ubicación","$40,000 - $50,000 al mes",Postedhace 30+ días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,40000,50000,45000.0,1, N. L.,2022-04-04,0,0,0,0,0,0
Software Engineer - Mobile Developers IOS / Android Full Rem...,iTjuana,,Remoto in México,"$50,000 - $60,000 al mes",EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,50000,60000,55000.0,1,Remoto in México,2022-05-01,0,0,0,0,0,0
Production Supervisor-Injection molding,Plastikon Healthcare,,"Monterrey, N. L.",$30 por hora,Postedhace 30+ días,"Uses data to improve productivity.
 You need to have an Engineer degree with your diploma on hand (titulo-cedula) and proof that you have been fully vaccinated…",0,1,30,30,30.0,0, N. L.,2022-04-04,0,0,0,0,0,0
Cloud Architect,Genpact,,Remoto,"$50,000 al mes",Postedhace 30+ días,"Knowledge of security controls for the Public cloud (encryption of data in motion/rest and key management).
 We are looking for candidates who have a passion for…",0,0,50000,50000,50000.0,1,Remoto,2022-04-04,0,0,0,0,0,0
Realtor/Real Estate experienced professional,Reliance Fund,,"Saltillo, Coah.","$10,000 al mes",EmployerActivo hace 9 días,"Communication with clients and partners.
 Monitoring and maintenance of database.
 Prior experience in the U.S. is welcome, but not necessary.",0,0,10000,10000,10000.0,0, Coah.,2022-04-25,0,0,0,0,0,0
Real Estate Agent (Realtor),Reliance Fund,,"Apodaca, N. L.","$10,000 al mes",EmployerActivo hace 3 días,"The candidate will manage activities related to property research, outreach, property acquisition, property management, due diligence, property sale, including…",0,0,10000,10000,10000.0,0, N. L.,2022-05-01,0,0,0,0,0,0
Full Stack Engineer,iTjuana,,"Remoto in Tijuana, B.C.","$35,000 - $65,000 al mes",EmployerActivo hace 2 días,"You will be hired to help enhance our mobile applications within our existing and new SaaS product offerings.
 3+ years experience working full stack development…",0,0,35000,65000,50000.0,1, B.C.,2022-05-02,0,0,0,0,0,0
Sales Development Representative,Lernit,,"Remoto temporalmente in Monterrey, N. L.","$10,000 - $14,000 al mes",EmployerActivo hace 14 días,Estamos comprometidos con brindar a nuestros clientes las herramientas que necesitan para impulsar y motivar a sus equipos a alcanzar sus objetivos y así lograr…,0,0,10000,14000,12000.0,1, N. L.,2022-04-20,0,0,0,0,0,0
Sr. ReactJS Developer (Remote),Jonajo Consulting,,"Remoto in Miguel Hidalgo, CDMX+2 ubicaciones","$35,000 - $80,000 al mes",EmployerActivo hace 9 días,"Experience with data structure libraries.
 Experience with data-driven dashboards is a plus.
 Experience with cutting-edge data visualization libraries, D3,…",0,0,35000,80000,57500.0,1, CDMX,2022-04-25,0,0,0,0,0,0
Molding Manager,Corning Optical Communications,3.8,"Reynosa, Tamps.","$80,000 - $100,000 al mes",EmployerActivo hace 2 días,"We’re looking for a proven leader who’s eager to grow, manage, and inspire a group that includes but not limited to Molding Engineering (Process, Tooling,…",0,0,80000,100000,90000.0,0, Tamps.,2022-05-02,0,0,0,0,0,0
Real Estate Call Center Rep.,Reliance Fund,,"Tampico, Tamps.","$10,000 al mes",EmployerActivo hace 6 días,"We are looking for talented, driven, and sales-oriented individuals who excel at the English language and have strong communication and sales skills.",0,0,10000,10000,10000.0,0, Tamps.,2022-04-28,0,0,0,1,0,0
iOS Developer Full Remote Position,iTjuana,,Remoto in México,"$30,000 - $60,000 al mes",EmployerActivo hace 2 días,"Implementing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,30000,60000,45000.0,1,Remoto in México,2022-05-02,0,0,0,0,0,0
ADMINISTRADOR DE DATOS JR,Nukote Coating Systems Mexico.,,"Monterrey, N. L.","$16,000 al mes",EmployerActivo hace 26 días,"CONOCIMIENTO DE BASE DE DATOS INTERMEDIO/AVANZADO.
 EXPERIENCIA EN LA IMPLEMENTACIÓN DE UN ERP (DESEADA).",0,0,16000,16000,16000.0,0, N. L.,2022-04-08,0,0,0,0,0,0
Real Estate Call Center Rep.,Reliance Fund,,"Tampico, Tamps.","$10,000 al mes",EmployerActivo hace 6 días,"We are looking for talented, driven, and sales-oriented individuals who excel at the English language and have strong communication and sales skills.",0,0,10000,10000,10000.0,0, Tamps.,2022-04-28,0,0,0,1,0,0
Mobile Android Developer - Full Remote / Desarrollador Móvil...,iTjuana,,"Remoto in Monterrey, N. L.","$40,000 - $50,000 al mes",EmployerActivo hace 16 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,40000,50000,45000.0,1, N. L.,2022-04-18,0,0,0,0,0,0
Software Engineer - Mobile Developers IOS / Android Full Rem...,iTjuana,,Remoto in México,"$50,000 - $60,000 al mes",EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,50000,60000,55000.0,1,Remoto in México,2022-05-01,0,0,0,0,0,0
BGV- Service Delivery Executive,Neeyamo Enterprise Solutions,,"San Andrés Cholula, Pue.","$7,500 al mes",PostedHoy,"Candidate should have the capability to own the problem and get the job done effectively- must be capable of getting verifications, solving customer issues…",0,0,7500,7500,7500.0,0, Pue.,2022-05-04,0,0,0,0,0,0
INGENIERO DE DATOS O CIENTIFICO DE DATOS. ING. EN COMPUTACIO...,EMPRESA MANUFACTURERA,,"Benito Juárez, CDMX","$20,000 al mes",EmployerActivo hace 3 días,"INGENIERO EN SISTEMAS COMPUTACIONALES, DATA SCIENTIST, DATA ENGINEER O AFÍN.
 (DESARROLLADOR DE INTEGRACIÓN Y PROCESOS).",0,0,20000,20000,20000.0,0, CDMX,2022-05-01,0,1,0,0,0,0
Android Developer-Remote Position,iTjuana,,"Remoto in Tijuana, B.C.","$50,000 al mes",EmployerActivo hace 5 días,"3+ years experience in Android development.
 Experience working with: Java/Kotlin.
 Experience with Room or SQLite DBs.
 Cloud native development in to AWS.",0,0,50000,50000,50000.0,1, B.C.,2022-04-29,0,0,0,0,1,0
Android Developer,iTjuana,,"Remoto in Tijuana, B.C.","$35,000 - $45,000 al mes",EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,35000,45000,40000.0,1, B.C.,2022-05-01,0,0,0,0,0,0
Molding Training & Development Leader,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $90,000 al mes",EmployerActivo hace 8 días,"We are looking for our Molding Training & Development Leader who will be key to establish, implement and monitor training and development programs for the…",0,0,40000,90000,65000.0,0, Tamps.,2022-04-26,0,0,0,0,0,0
Full Stack Engineer,iTjuana,,"Remoto in Tijuana, B.C.","$35,000 - $65,000 al mes",EmployerActivo hace 2 días,"You will be hired to help enhance our mobile applications within our existing and new SaaS product offerings.
 3+ years experience working full stack development…",0,0,35000,65000,50000.0,1, B.C.,2022-05-02,0,0,0,0,0,0
Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",EmployerActivo hace 3 días,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…",0,0,40000,60000,50000.0,0, Tamps.,2022-05-01,0,0,0,0,0,0
Automation Tester [SDET],iTjuana,,Baja California,"$25,000 - $60,000 al mes",Postedhace 30+ días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,25000,60000,42500.0,0,Baja California,2022-04-04,0,0,0,0,0,0
Forensic Engineer-Accident Reconstructionist,"Farahi Law Firm, APC",4.7,"Guadalajara, Jal.","$13,500 al mes",Postedhace 30+ días,"Work requires continual attention to detail with the ability to define problems, collect data, establish facts, and draw valid conclusions.",0,0,13500,13500,13500.0,0, Jal.,2022-04-04,0,0,0,0,0,0
Senior Software Engineer,Agave Lab,,"Guadalajara, Jal.","$40,000 - $60,000 al mes",Postedhace 5 días,"You are familiar with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.
 Pool at the office (splash!!).",0,0,40000,60000,50000.0,0, Jal.,2022-04-29,0,0,0,0,0,0
Supervisor de Finanzas,Confíe Tijuana,,"Tijuana, B.C.","$33,000 - $34,000 al mes",EmployerActivo hace 9 días,"Join a team that owns the timely and correct compilation and approval of Financial Statements, driving standards and maintaining consistency in data.",0,0,33000,34000,33500.0,0, B.C.,2022-04-25,0,0,0,0,0,0
Test Automation,iTjuana,,"Querétaro, Qro.","$60,000 - $65,000 al mes",Postedhace 8 días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,60000,65000,62500.0,0, Qro.,2022-04-26,0,0,0,0,0,0
Marketing Coordinator,Rincon Property Management Inc.,,"Guadalajara, Jal.","$22,500 al mes",PostedHoy,"Analyzing data with me to identify trends, performance, etc.
 Using the latest technology ensures that each member of our team is able to stay up-to-date with…",0,0,22500,22500,22500.0,0, Jal.,2022-05-04,0,0,0,0,0,0
IoT Software Engineer,iTjuana,,"Tijuana, B.C.","$30,000 al mes",EmployerActivo hace 3 días,We are seeking a Software Engineer that can directly impact the experience of patients and clinicians as well as business operations with their breadth of…,0,0,30000,30000,30000.0,0, B.C.,2022-05-01,0,0,0,0,0,0
Ejecutivo de ventas TI,Taltere,,"Tlalnepantla, Méx.","$14,000 al mes",Postedhace 1 día,"Esta posición se enfoca en atender clientes nuevos y dar seguimiento a la cartera generada.
 1 a 2 años de experiencia en ventas de CCTV, Ciberseguridad, Data…",0,0,14000,14000,14000.0,0, Méx.,2022-05-03,0,0,0,0,0,0
Software Engineer - Mobile Developers IOS / Android Full Rem...,iTjuana,,Remoto in México,"$50,000 - $60,000 al mes",EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,50000,60000,55000.0,1,Remoto in México,2022-05-01,0,0,0,0,0,0
Sr. Accountant,HARVEST TEK DE MEXICO,,"Mexicali, B.C.","$4,000 por semana",EmployerActivo hace 3 días,"Reconciling various reports and financial data and journal entries.
 Harvest Tek de Mexico is seeking a self directed, experienced Senior Accountant to undertake…",0,0,4000,4000,4000.0,0, B.C.,2022-05-01,0,0,0,0,0,0
Technical Support Specialist,Streamline Vacation Rental Software,,"Remoto temporalmente in Hermosillo, Son.","$18,000 - $20,000 al mes",EmployerActivo hace 27 días,"Analyze data regularly to ensure technical and quality standards are enforced throughout the integration life cycle.
 Report defects using tracking software.",0,0,18000,20000,19000.0,1, Son.,2022-04-07,0,0,0,0,0,0
.NET / Angular Developer,True Omni,,"Zapopan, Jal.","$70,000 - $93,000 al mes",EmployerActivo hace 6 días,"Advanced JSON/XML data management and processing.
 Work from Home - International Mobility Plan within 3 Countries- Live and Work Anywhere.",0,0,70000,93000,81500.0,0, Jal.,2022-04-28,0,0,0,0,0,0
Representante de Servicio al Cliente,GDIT,3.8,"Monterrey, N. L.","$3,440 - $13,908 al mes",Postedhace 20 días,"Capture biometric data of Applicants, including 10 fingerprints and a digital picture, using the equipment and software provided by GDIT.",0,0,3440,13908,8674.0,0, N. L.,2022-04-14,0,0,0,0,0,0
Real Estate Call Center Rep.,Reliance Fund,,"Tampico, Tamps.","$10,000 al mes",EmployerActivo hace 6 días,"We are looking for talented, driven, and sales-oriented individuals who excel at the English language and have strong communication and sales skills.",0,0,10000,10000,10000.0,0, Tamps.,2022-04-28,0,0,0,1,0,0
Injection Molding Process,Plastikon Industries,,"Monterrey, N. L.",$30 por hora,Postedhace 30+ días,"Devises sampling procedures and designs and develops forms and instruction for recording, evaluating, and reporting quality and reliability data.",0,1,30,30,30.0,0, N. L.,2022-04-04,0,0,0,0,0,0
EJECUTIVO DE CUENTA CLAVE LINEA AUTOSERVICIOS,"Rish, SA de CV",,"Lerma de Villada, Méx.","$10,000 - $12,000 al mes",EmployerActivo hace 2 días,"El Ejecutivo de cuenta clave para autoservicios tiene las siguientes responsabilidades:
 Seguimiento a Planes Conjuntos con clientes de acuerdo con los…",0,0,10000,12000,11000.0,0, Méx.,2022-05-02,0,0,0,0,0,0
iOS Developer Remote Positions,iTjuana,,"Remoto in Querétaro, Qro.+1 ubicación","$33,000 - $63,000 al mes",EmployerActivo hace 5 días,"Implementing web and mobile experiences based on data insights.
 From responsive single page web apps to sophisticated container-based orchestration, compelling…",0,0,33000,63000,48000.0,1, Qro.,2022-04-29,0,0,0,0,0,0
Desarrollo de aplicaciones móviles Android / iOS,iTjuana,,"Monterrey, N. L.+1 ubicación","$80,000 al mes",Postedhace 17 días,"From compelling native iOS/Android mobile experiences to timely data-driven insights, the Tijuana SW Center of Excellence offers a range of exciting challenges…",0,0,80000,80000,80000.0,0, N. L.,2022-04-17,0,0,0,1,0,0
Mobile Android Developer - Full Remote / Desarrollador Móvil...,iTjuana,,"Remoto in Monterrey, N. L.","$40,000 - $50,000 al mes",EmployerActivo hace 16 días,"From compelling Android mobile experiences to timely data-driven insights.
 We’ve grown the team up to 200 people in the last year, and we will duplicate our…",0,0,40000,50000,45000.0,1, N. L.,2022-04-18,0,0,0,0,0,0
ejecutivo de ventas,Data Voice,3.4,"Tlalnepantla, Méx.","$5,700 al mes",EmployerActivo hace 3 días,"Experiencia mínima 6 Meses en vetas call center o face to face.
 Medio tiempo 07:00-13:00 de lunes a viernes a sábado.
 Bachillerato trunco o en curso (Deseable).",0,0,5700,5700,5700.0,0, Méx.,2022-05-01,0,0,0,0,0,0
Supervisor de Finanzas,Confíe Tijuana,,"Tijuana, B.C.","$33,000 - $34,000 al mes",EmployerActivo hace 9 días,"Join a team that owns the timely and correct compilation and approval of Financial Statements, driving standards and maintaining consistency in data.",0,0,33000,34000,33500.0,0, B.C.,2022-04-25,0,0,0,0,0,0
